rank,arxiv_id,title,published_date,cited_by_count,total_score,abs_url
2549,2605.09055,Octopus Protocol: One-Shot Hardware Discovery and Control for AI Agents via Infrastructure-as-Prompts,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.09055
2550,2605.09005,Towards Backdoor-Based Ownership Verification for Vision-Language-Action Models,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.09005
2551,2605.08947,A low-cost mockup to simulate robotic laser cutting in nuclear decommissioning,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08947
2552,2605.08925,ClickSeg3D: Few-Click Interactive Segmentation via Semantic Embeddings,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08925
2553,2605.08879,Preserving Foundational Capabilities in Flow-Matching VLAs through Conservative SFT,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08879
2554,2605.08804,Constraint-Aware Diffusion Priors for High-Fidelity and Versatile Quadruped Locomotion,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08804
2555,2605.08774,ProcVLM: Learning Procedure-Grounded Progress Rewards for Robotic Manipulation,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08774
2556,2605.08732,Latent Geometry Beyond Search: Amortizing Planning in World Models,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08732
2557,2605.08638,Geometry Guided Self-Consistency for Physical AI,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08638
2558,2605.08571,BEACON: Cross-Domain Co-Training of Generative Robot Policies via Best-Effort Adaptation,2026-05-09,missing,1.0,https://arxiv.org/abs/2605.08571
2559,2605.08511,Trajectory-Consistent Flow Matching for Robust Visuomotor Policy Learning,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.08511
2560,2605.08434,Failing Forward: Adaptive Failure-Informed Learning for Vision-Language-Action Models,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.08434
2561,2605.08279,LaWM: Least Action World Models for Long-Horizon Physical Consistency from Visual Observations,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.08279
2562,2605.07943,TAVIS: A Benchmark for Egocentric Active Vision and Anticipatory Gaze in Imitation Learning,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07943
2563,2605.07812,GRASP -- Graph-Based Anomaly Detection Through Self-Supervised Classification,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07812
2564,2605.07727,Drifting Field Policy: A One-Step Generative Policy via Wasserstein Gradient Flow,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07727
2565,2605.07642,EggHand: A Multimodal Foundation Model for Egocentric Hand Pose Forecasting,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07642
2566,2605.07637,Learning to Communicate Locally for Large-Scale Multi-Agent Pathfinding,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07637
2567,2605.07560,How to Utilize Failure Demo Data?: Effective Data Selection for Imitation Learning Using Distribution Differences in Attention Mechanism,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07560
2568,2605.07474,ForgeVLA: Federated Vision-Language-Action Learning without Language Annotations,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07474
2569,2605.07381,Escaping the Diversity Trap in Robotic Manipulation via Anchor-Centric Adaptation,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07381
2570,2605.07306,"BioProVLA-Agent: An Affordable, Protocol-Driven, Vision-Enhanced VLA-Enabled Embodied Multi-Agent System with Closed-Loop-Capable Reasoning for Biological Laboratory Manipulation",2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07306
2571,2605.07079,Learning Visual Feature-Based World Models via Residual Latent Action,2026-05-08,missing,1.0,https://arxiv.org/abs/2605.07079
2572,2605.06759,An Aerial Manipulator for Perception-Driven Flower Targeting Toward Contactless Pollination in Vertical Farming,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06759
2573,2605.06470,Hitting Time Isomorphism for Multi-Stage Planning with Foundation Policies,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06470
2574,2605.06432,TouchDrive: Electronics-Free Tactile Sensing Interface for Assistive Grasping,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06432
2575,2605.06323,AssistDLO: Assistive Teleoperation for Deformable Linear Object Manipulation,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06323
2576,2605.06311,Toward Visually Realistic Simulation: A Benchmark for Evaluating Robot Manipulation in Simulation,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06311
2577,2605.06247,CKT-WAM: Parameter-Efficient Context Knowledge Transfer Between World Action Models,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06247
2578,2605.06192,EA-WM: Event-Aware Generative World Model with Structured Kinematic-to-Visual Action Fields,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06192
2579,2605.06175,VLA-GSE: Boosting Parameter-Efficient Fine-Tuning in VLA with Generalized and Specialized Experts,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.06175
2580,2605.05945,MobileEgo Anywhere: Open Infrastructure for long horizon egocentric data on commodity hardware,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.05945
2581,2605.05925,DexSynRefine: Synthesizing and Refining Human-Object Interaction Motion for Physically Feasible Dexterous Robot Actions,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.05925
2582,2605.05714,TriRelVLA: Triadic Relational Structure for Generalizable Embodied Manipulation,2026-05-07,missing,1.0,https://arxiv.org/abs/2605.05714
2583,2605.05461,Contact-Free Grasp Stability Prediction with In-Hand Time-of-Flight Sensors,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.05461
2584,2605.05172,"When Life Gives You BC, Make Q-functions: Extracting Q-values from Behavior Cloning for On-Robot Reinforcement Learning",2026-05-06,missing,1.0,https://arxiv.org/abs/2605.05172
2585,2605.05053,Reduced-order Neural Modeling with Differentiable Simulation for High-Detail Tactile Perception,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.05053
2586,2605.04939,Modular Reinforcement Learning For Cooperative Swarms,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.04939
2587,2605.04757,3D Printing of Passively Actuated Self-Folding Robots with Integrated Functional Modules,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.04757
2588,2605.04649,From Reach to Insert: Tactile-Augmented Precision Assembly under Sub-Millimeter Tolerances,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.04649
2589,2605.04610,Active Contact Sensing for Robust Robot-to-Human Object Handover,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.04610
2590,2605.04541,Angle-I2P: Angle-Consistent-Aware Hierarchical Attention for Cross-Modality Outlier Rejection,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.04541
2591,2605.04413,Counterfactual identifiability beyond global monotonicity: non-monotone triangular structural causal models,2026-05-06,missing,1.0,https://arxiv.org/abs/2605.04413
2592,2605.03846,SigLoMa: Learning Open-World Quadrupedal Loco-Manipulation from Ego-Centric Vision,2026-05-05,missing,1.0,https://arxiv.org/abs/2605.03846
2593,2605.03821,RoboAlign-R1: Distilled Multimodal Reward Alignment for Robot Video World Models,2026-05-05,missing,1.0,https://arxiv.org/abs/2605.03821
2594,2605.03666,Sensorless State Estimation and Control for Agile Cable-Suspended Payload Transport by Quadrotors,2026-05-05,missing,1.0,https://arxiv.org/abs/2605.03666
2595,2605.03637,Bridging the Embodiment Gap: Disentangled Cross-Embodiment Video Editing,2026-05-05,missing,1.0,https://arxiv.org/abs/2605.03637
2596,2605.03363,Learning Reactive Dexterous Grasping via Hierarchical Task-Space RL Planning and Joint-Space QP Control,2026-05-05,missing,1.0,https://arxiv.org/abs/2605.03363
2597,2605.03288,Neural Control: Adjoint Learning Through Equilibrium Constraints,2026-05-05,missing,1.0,https://arxiv.org/abs/2605.03288
2598,2605.03065,OGPO: Sample Efficient Full-Finetuning of Generative Control Policies,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.03065
2599,2605.02759,DynoSLAM: Dynamic SLAM with Generative Graph Neural Networks for Real-World Social Navigation,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02759
2600,2605.02757,Seeing Realism from Simulation: Efficient Video Transfer for Vision-Language-Action Data Augmentation,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02757
2601,2605.02739,Latent Bridge: Feature Delta Prediction for Efficient Dual-System Vision-Language-Action Model Inference,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02739
2602,2605.02699,Learning Equivariant Neural-Augmented Object Dynamics From Few Interactions,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02699
2603,2605.02667,AnchorD: Metric Grounding of Monocular Depth Using Factor Graphs,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02667
2604,2605.02538,Robotic Affection -- Opportunities of AI-based haptic interactions to improve social robotic touch through a multi-deep-learning approach,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02538
2605,2605.02487,Visibility-Aware Mobile Grasping in Dynamic Environments,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02487
2606,2605.02370,Robust Adaptive Predictive Control for Hook-Based Aerial Transportation Between Moving Platforms,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02370
2607,2605.02347,ShapeGrasp: Simultaneous Visuo-Haptic Shape Completion and Grasping for Improved Robot Manipulation,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02347
2608,2605.02135,Robotic Desk Organization: A Multi-Primitive Approach to Manipulating Heterogeneous Objects via Environmental Constraints,2026-05-04,missing,1.0,https://arxiv.org/abs/2605.02135
2609,2605.05241,DexSim2Real: Foundation Model-Guided Sim-to-Real Transfer for Generalizable Dexterous Manipulation,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.05241
2610,2605.02037,VILAS: A VLA-Integrated Low-cost Architecture with Soft Grasping for Robotic Manipulation,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.02037
2611,2605.01948,"Phone2Act: A Low-Cost, Hardware-Agnostic Teleoperation System for Scalable VLA Data Collection",2026-05-03,missing,1.0,https://arxiv.org/abs/2605.01948
2612,2605.01833,Remote Action Generation: Remote Control with Minimal Communication,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.01833
2613,2605.01799,Embody4D: A Generalist Data Engine for Embodied 4D World Modeling,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.01799
2614,2605.01772,Anticipation-VLA: Solving Long-Horizon Embodied Tasks via Anticipation-based Subgoal Generation,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.01772
2615,2605.01666,IMPACT-HOI: Supervisory Control for Onset-Anchored Partial HOI Event Construction,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.01666
2616,2605.01663,Towards Efficient and Expressive Offline RL via Flow-Anchored Noise-conditioned Q-Learning,2026-05-03,missing,1.0,https://arxiv.org/abs/2605.01663
2617,2605.01581,Hyper-DP3: Frequency-Aware Right-Sizing of 3D Diffusion Policies for Visuomotor Control,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01581
2618,2605.01544,An Efficient Metric for Data Quality Measurement in Imitation Learning,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01544
2619,2605.01529,Good in Bad (GiB): Sifting Through End-user Demonstrations for Learning a Better Policy,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01529
2620,2605.01518,VOFA: Visual Object Goal Pushing with Force-Adaptive Control for Humanoids,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01518
2621,2605.01448,Decompose and Recompose: Reasoning New Skills from Existing Abilities for Cross-Task Robotic Manipulation,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01448
2622,2605.01434,"High-Speed, Scalable Sensor Readout for Dexterous Robotic Hands via Shift-Register Multiplexing",2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01434
2623,2605.01431,Point-to-Cloud NMPC with Smooth Avoidance Constraints,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01431
2624,2605.01395,Quasi-Static Control of Discrete Cosserat Rod,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01395
2625,2605.01234,TT4D: A Pipeline and Dataset for Table Tennis 4D Reconstruction From Monocular Videos,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01234
2626,2605.01232,A Principled Approach for Creating High-fidelity Synthetic Demonstrations for Imitation Learning,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01232
2627,2605.01201,To Do or Not to Do: Ensuring the Safety of Visuomotor Policies Learned from Demonstrations,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01201
2628,2605.01195,TAIL-Safe: Task-Agnostic Safety Monitoring for Imitation Learning Policies,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01195
2629,2605.01194,VLA-ATTC: Adaptive Test-Time Compute for VLA Models with Relative Action Critic Model,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01194
2630,2605.01191,Sentinel-VLA: A Metacognitive VLA Model with Active Status Monitoring for Dynamic Reasoning and Error Recovery,2026-05-02,missing,1.0,https://arxiv.org/abs/2605.01191
2631,2605.00963,"Ablation Study of Multimodal Perception, Language Grounding, and Control for Human-Robot Interaction in an Object Detection and Grasping Task",2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00963
2632,2605.00943,ARIS: Agentic and Relationship Intelligence System for Social Robots,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00943
2633,2605.00475,MSACT: Multistage Spatial Alignment for Stable Low-Latency Fine Manipulation,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00475
2634,2605.00471,Stereo Multistage Spatial Attention for Real-Time Mobile Manipulation Under Visual Scale Variation and Disturbances,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00471
2635,2605.00438,Thinking in Text and Images: Interleaved Vision--Language Reasoning Traces for Long-Horizon Robot Manipulation,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00438
2636,2605.00412,Physically Native World Models: A Hamiltonian Perspective on Generative World Modeling,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00412
2637,2605.00384,PrefMoE: Robust Preference Modeling with Mixture-of-Experts Reward Learning,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00384
2638,2605.00321,Embodied Interpretability: Linking Causal Understanding to Generalization in Vision-Language-Action Models,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00321
2639,2605.00307,A Model-based Visual Contact Localization and Force Sensing System for Compliant Robotic Grippers,2026-05-01,missing,1.0,https://arxiv.org/abs/2605.00307
2640,2605.00159,E$^2$DT: Efficient and Effective Decision Transformer with Experience-Aware Sampling for Robotic Manipulation,2026-04-30,missing,1.0,https://arxiv.org/abs/2605.00159
2641,2604.28192,LaST-R1: Reinforcing Robotic Manipulation via Adaptive Physical Latent Reasoning,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.28192
2642,2604.28161,RopeDreamer: A Kinematic Recurrent State Space Model for Dynamics of Flexible Deformable Linear Objects,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.28161
2643,2604.27968,ClimateVID -- Social Media Videos Analysis and Challenges Involved,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.27968
2644,2604.27667,Can Tabular Foundation Models Guide Exploration in Robot Policy Learning?,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.27667
2645,2604.27557,Function-based Parametric Co-Design Optimization of Dexterous Hands,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.27557
2646,2604.27450,RAY-TOLD: Ray-Based Latent Dynamics for Dense Dynamic Obstacle Avoidance with TDMPC,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.27450
2647,2604.27448,LA-Pose: Latent Action Pretraining Meets Pose Estimation,2026-04-30,missing,1.0,https://arxiv.org/abs/2604.27448
2648,2604.27224,Learning Tactile-Aware Quadrupedal Loco-Manipulation Policies,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.27224
2649,2604.27095,Interaction Forces and Internal Loads in Parallel Manipulators with Actuation Redundancy,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.27095
2650,2604.26897,Stochastic Entanglement of Deterministic Origami Tentacles For Universal Robotic Gripping,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.26897
2651,2604.26689,Atomic-Probe Governance for Skill Updates in Compositional Robot Policies,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.26689
2652,2604.26637,ATLAS: An Annotation Tool for Long-horizon Robotic Action Segmentation,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.26637
2653,2604.26509,3D Generation for Embodied AI and Robotic Simulation: A Survey,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.26509
2654,2604.26450,Reactive Motion Generation via Phase-varying Neural Potential Functions,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.26450
2655,2604.26212,2D and 3D Grasp Planners for the GET Asymmetrical Gripper,2026-04-29,missing,1.0,https://arxiv.org/abs/2604.26212
2656,2604.26988,Robot Planning and Situation Handling with Active Perception,2026-04-28,missing,1.0,https://arxiv.org/abs/2604.26988
2657,2604.26182,Lifting Embodied World Models for Planning and Control,2026-04-28,missing,1.0,https://arxiv.org/abs/2604.26182
2658,2604.25897,Variational Neural Belief Parameterizations for Robust Dexterous Grasping under Multimodal Uncertainty,2026-04-28,missing,1.0,https://arxiv.org/abs/2604.25897
2659,2604.25859,Privileged Foresight Distillation: Zero-Cost Future Correction for World Action Models,2026-04-28,missing,1.0,https://arxiv.org/abs/2604.25859
